t_start_ms,i,o,h,l,c,v,n
1760859300000,HC2501,2846.18,2855.83,2803.98,2811.89,193967,3786
1760859360000,RB2501,3119.7,3140.62,3101.38,3132.61,195011,3802
1760859360000,HC2501,2812.04,2819.9,2771.12,2787.01,193990,3802
1760859420000,RB2501,3132.05,3135.65,3097.55,3107.16,195043,3797
1760859420000,HC2501,2787.45,2825.23,2776.1,2811.46,193104,3797
1760859480000,RB2501,3106.24,3197.59,3092.5,3197.59,193366,3787
1760859480000,HC2501,2811.27,2834.24,2793.02,2823.94,194787,3787
1760859540000,RB2501,3197.31,3242.91,3191.13,3235.4,191007,3768
1760859540000,HC2501,2823.19,2842.3,2801.3,2803.05,191240,3768
1760859600000,RB2501,3235.91,3310.46,3218.58,3308.61,192351,3802
1760859600000,HC2501,2803.11,2853.25,2801.65,2843.92,193327,3802
1760859660000,RB2501,3307.73,3343.19,3289.53,3300.39,192484,3779
1760859660000,HC2501,2843.64,2903.26,2838.64,2889.61,191710,3779
1760859720000,RB2501,3299.46,3369.01,3280.64,3363.22,190902,3784
1760859720000,HC2501,2890.35,2911.51,2858.98,2868.27,192114,3784
1760859780000,RB2501,3363.89,3370.29,3323.7,3359.26,192430,3778
1760859t_start_ms,i,o,h,l,c,v,n
1760867220000,RB2501,3000.69,3028.22,2999.86,3023.46,101806,1977
1760867220000,HC2501,3000.26,3035.63,2994.5,3026.07,100764,1977
1760867280000,RB2501,3024.37,3025.78,2934.87,2949.25,197850,3871
1760867280000,HC2501,3025.73,3058.93,3010.18,3024.35,196164,3871
1760867340000,RB2501,2949.29,2978.55,2924.81,2977.25,196931,3869
1760867340000,HC2501,3024.46,3047.17,3012.35,3033.75,195516,3869
1760867400000,RB2501,2977.08,3034.41,2975.41,3029.04,197145,3870
1760867400000,HC2501,3033.72,3072.87,3027.79,3060.24,193098,3870
1760867460000,RB2501,3029.34,3054.08,3016.21,3052.28,197661,3869
1760867460000,HC2501,3059.55,3111.96,3049.9,3082.7,198300,3869
1760867520000,RB2501,3051.41,3057.42,3008.34,3023.18,196333,3869
1760867520000,HC2501,3083.04,3133.66,3075.94,3122.3,199982,3869
1760867580000,RB2501,3023.76,3117.26,3010.08,3110.66,195528,3869
1760867580000,HC2501,3122.03,3141.49,3092.9,3124.42,196791,3869
1760867640000,RB2501,3110.68,3115.36,3059.13,3068.04,196728,3871
1760867640000,HC2501,3123.76,3132.19,3100.04,3123.07,197379,3871
1760867700000,RB2501,3068.09,3108.56,3064.82,3081.7,194733,3871
1760867700000,HC2501,3123.37,3155.43,3102.81,3118.5,194991,3871
1760867760000,RB2501,3081.51,3115.79,3079.67,3105.51,199887,3872
1760867760000,HC2501,3119.09,3153.75,3116.08,3141.26,197897,3872
1760867820000,RB2501,3105.13,3118.28,3060.85,3115.77,197125,3873
1760867820000,HC2501,3141.69,3175.89,3129.77,3151.03,196010,3873
1760867880000,RB2501,3116.16,3193.58,3110.32,3175.66,197693,3874
1760867880000,HC2501,3151.59,3202.28,3141.35,3147.27,197239,3874
1760867940000,RB2501,3175.87,3205.93,3157.57,3160.25,196529,3873
1760867940000,HC2501,3147.22,3156.76,3062.94,3063.59,199376,3873
1760868000000,RB2501,3160.34,3222.33,3159.03,3169.94,194516,3871
1760868000000,HC2501,3064.51,3115,3049.51,3104.07,198335,3871
1760868060000,RB2501,3169.15,3188.74,3148.7,3168.48,197022,3873
1760868060000,HC2501,3104.58,3124.23,3066.79,3071.31,198136,3873
1760868120000,RB2501,3168.4,3179.01,3121.4,3154.36,195723,3872
1760868120000,HC2501,3071.72,3078.96,3029.74,3038.04,195929,3872
1760868180000,RB2501,3154.88,3174.23,3136.11,3146.32,197124,3872
1760868180000,HC2501,3038.62,3058.4,3009.62,3033.25,195492,3872
1760868240000,RB2501,3146.14,3199.37,3135.39,3174.72,196688,3870
1760868240000,HC2501,3033.88,3062.89,3009.47,3039.79,198318,3870
1760868300000,RB2501,3174.93,3199.58,3166.28,3170.05,198393,3869
1760868300000,HC2501,3040.12,3048.28,3005.46,3017.09,195597,3869
1760868360000,RB2501,3169.38,3205.87,3160.86,3183.3,197011,3871
1760868360000,HC2501,3017.2,3063.65,3007.84,3059.72,197516,3871
1760868420000,RB2501,3182.66,3209.35,3169.29,3206.85,198100,3870
1760868420000,HC2501,3059.97,3075.48,3012.03,3057.33,196587,3870
1760868480000,RB2501,3206.42,3250.96,3173.51,3180.41,196947,3870
1760868480000,HC2501,3056.62,3082.01,3022.48,3025.67,195888,3870
1760868540000,RB2501,3180.87,3210.99,3136.49,3146.55,196917,3872
1760868540000,HC2501,3024.92,3036.11,2996.4,3013.41,199660,3872
1760868600000,RB2501,3145.61,3301.09,3134.79,3289.46,197542,3871
1760868600000,HC2501,3013.01,3058.3,2997.68,3034.48,198566,3871
1760868660000,RB2501,3290.06,3305.29,3254.09,3254.8,196621,3871
1760868660000,HC2501,3034.08,3042.53,2979.6,2987.36,195679,3871
1760868720000,RB2501,3254.31,3289.8,3214.96,3289.03,196545,3871
1760868720000,HC2501,2986.62,2996.41,2938.1,2975.73,199214,3871
1760868780000,RB2501,3288.35,3292.59,3240.27,3278.23,198780,3871
1760868780000,HC2501,2975.15,2992.63,2956.13,2975.82,199002,3871
1760868840000,RB2501,3277.93,3321.65,3276.5,3305.41,195928,3870
1760868840000,HC2501,2975.33,3038.33,2962.72,3032.6,196326,3870
1760868900000,RB2501,3304.8,3312.94,3276.49,3309.41,196748,3872
1760868900000,HC2501,3031.87,3041.3,2972.76,3000.36,197718,3872
1760868960000,RB2501,3309.5,3363.78,3307.61,3337.88,198994,3872
1760868960000,HC2501,3001.07,3023.11,2990.22,3014.96,196973,3872
1760869020000,RB2501,3337.48,3387.63,3327.51,3373.62,196547,3872
1760869020000,HC2501,3015.15,3065.51,3012.27,3023.39,195589,3872
1760869080000,RB2501,3373.63,3390.67,3342.07,3382.17,198152,3870
1760869080000,HC2501,3023.01,3036.5,2983.12,2991.42,196907,3870
1760869140000,RB2501,3381.8,3413.58,3356.75,3386.2,197862,3870
1760869140000,HC2501,2991.61,3019.44,2971.61,2983.01,197064,3870
1760869200000,RB2501,3385.49,3441.33,3384.4,3429.67,197202,3872
1760869200000,HC2501,2983.16,3013.1,2967.02,3002.42,196114,3872
1760869260000,RB2501,3429.53,3466.58,3419.81,3442.69,195770,3874
1760869260000,HC2501,3001.52,3010.21,2946.05,2975.15,197578,3874
1760869320000,RB2501,3443.01,3450.7,3375.11,3385.96,197617,3872
1760869320000,HC2501,2975.6,3026,2966.16,3022.28,196122,3872
1760869380000,RB2501,3386.26,3411.96,3367.96,3374.77,197261,3878
1760869380000,HC2501,3022.31,3038.24,2954.6,2954.88,197406,3878
1760869440000,RB2501,3375.37,3420,3358.04,3409.02,198867,3876
1760869440000,HC2501,2954.1,2991.12,2951.09,2965.5,196953,3876
1760869500000,RB2501,3409.11,3457.38,3408.26,3415.41,198450,3879
1760869500000,HC2501,2966.23,3008.14,2960.8,2986.76,198777,3879
1760869560000,RB2501,3416,3420.41,3374.27,3405.95,198360,3878
1760869560000,HC2501,2987.1,2990.28,2928.33,2930.71,196473,3878
1760869620000,RB2501,3405.37,3471.02,3389.09,3455.14,198257,3879
1760869620000,HC2501,2930.41,2968.62,2912.03,2950.61,198629,3879
1760869680000,RB2501,3454.25,3481.95,3440.24,3472.83,200722,3878
1760869680000,HC2501,2950.77,3016.09,2940.13,2997.98,198161,3878
1760869740000,RB2501,3472.6,3498.36,3464.27,3481.31,197905,3878
1760869740000,HC2501,2997.82,3017.37,2982.9,2999.32,195320,3878
1760869800000,RB2501,3480.97,3506.19,3440.05,3496.63,197647,3874
1760869800000,HC2501,2999.3,3004.55,2930.54,2936.16,197429,3874
1760869860000,RB2501,3496.49,3561.55,3487.1,3561.34,196963,3879
1760869860000,HC2501,2935.63,3000.54,2935.63,2988.98,195293,3879
1760869920000,RB2501,3562.23,3562.67,3527.06,3535.71,196752,3878
1760869920000,HC2501,2988.63,3002.78,2937.22,2956.15,197831,3878
1760869980000,RB2501,3535.35,3555.62,3500.04,3529.31,198728,3876
1760869980000,HC2501,2956.28,2965.41,2892.46,2915.28,196257,3876
1760870040000,RB2501,3529.23,3607.77,3526.05,3568.02,200421,3879
1760870040000,HC2501,2915.81,2931.36,2877.07,2879.82,199194,3879
1760870100000,RB2501,3568.02,3623.1,3567.23,3616.24,198293,3878
1760870100000,HC2501,2879.34,2895.56,2838.76,2886.4,196056,3878
1760870160000,RB2501,3615.4,3642.75,3594.35,3618.91,197132,3878
1760870160000,HC2501,2886.56,2919.66,2866.75,2894.59,196025,3878
1760870220000,RB2501,3619.73,3638.3,3598.55,3613.33,197578,3876
1760870220000,HC2501,2893.6,2970.97,2893.6,2966.68,195532,3876
1760870280000,RB2501,3612.87,3624.36,3557.99,3605.95,200179,3877
1760870280000,HC2501,2965.83,3026.42,2956.1,3019.57,197468,3877
1760870340000,RB2501,3605.46,3645.52,3578.69,3623.83,196677,3871
1760870340000,HC2501,3018.82,3031.64,2925.21,2945.97,195882,3871
1760870400000,RB2501,3623.99,3623.99,3545.01,3556.02,196997,3873
1760870400000,HC2501,2945.02,3018.61,2941.15,3003.5,197073,3873
1760870460000,RB2501,3556.52,3598.17,3542.32,3566.01,196414,3875
1760870460000,HC2501,3003.33,3025.08,2973.95,3009.29,196855,3875
1760870520000,RB2501,3566.81,3594.61,3538.22,3544.24,198857,3878
1760870520000,HC2501,3009.74,3011.58,2965.56,2978.46,198852,3878
1760870580000,RB2501,3543.78,3548.71,3489.05,3536.46,198508,3879
1760870580000,HC2501,2978.74,3002.78,2948.34,2962.11,195760,3879
1760870640000,RB2501,3536.01,3556.84,3509.38,3533.07,199229,3878
1760870640000,HC2501,2962.95,2962.95,2921.28,2930.59,198470,3878
1760870700000,RB2501,3533.52,3564.83,3507.68,3511.25,195989,3875
1760870700000,HC2501,2931.28,2957.41,2911.77,2921.59,198767,3875
1760870760000,RB2501,3511.08,3527.37,3489.35,3512.67,199893,3877
1760870760000,HC2501,2921.52,2970.84,2918.38,2969.49,198901,3877
1760870820000,RB2501,3512.79,3579.56,3506.53,3571.63,199785,3879
1760870820000,HC2501,2968.9,2989.15,2917.5,2926.38,197377,3879
1760870880000,RB2501,3571.38,3595.47,3541.95,3594.25,198622,3875
1760870880000,HC2501,2925.5,2935.31,2878.05,2891,198715,3875
1760870940000,RB2501,3593.43,3666.72,3592.38,3627.6,196744,3873
1760870940000,HC2501,2891.86,2928.72,2887.72,2919.18,195394,3873
1760871000000,RB2501,3627.82,3702.25,3626.34,3667.74,198653,3878
1760871000000,HC2501,2918.67,2930.43,2886.33,2914.45,198353,3878
1760871060000,RB2501,3668.32,3672.15,3602.09,3606.43,199545,3878
1760871060000,HC2501,2914.06,2928.49,2871.66,2881.48,199518,3878
1760871120000,RB2501,3606.33,3615.63,3567.39,3584.41,198683,3872
1760871120000,HC2501,2882.25,2899.4,2871.44,2883.87,194520,3872
1760871180000,RB2501,3584.62,3599.62,3530.67,3568.19,198392,3877
1760871180000,HC2501,2884.74,2901.31,2845.18,2885.15,195509,3877
1760871240000,RB2501,3568.61,3621.52,3564.11,3573.76,197109,3869
1760871240000,HC2501,2885.07,2930.79,2877.52,2924.5,197532,3869
1760871300000,RB2501,3573.21,3573.63,3520.95,3548.56,196403,3873
1760871300000,HC2501,2924.14,2972.77,2919.05,2945.92,196767,3873
1760871360000,RB2501,3548.28,3592.34,3522.59,3581.77,198091,3872
1760871360000,HC2501,2945.13,3012.14,2942.53,2985.93,197117,3872
1760871420000,RB2501,3582.62,3663.87,3569.43,3655.07,199809,3877
1760871420000,HC2501,2986.43,3032.27,2980.06,3022.43,196846,3877
1760871480000,RB2501,3655.94,3733.08,3652.17,3731.3,199183,3881
1760871480000,HC2501,3023.43,3056.17,3014.79,3054.6,197633,3881
1760871540000,RB2501,3731.64,3780.65,3724.67,3767.21,197004,3878
1760871540000,HC2501,3054.34,3118.37,3053.79,3099.72,197344,3878
1760871600000,RB2501,3766.41,3800.32,3752.35,3794.48,198093,3879
1760871600000,HC2501,3099.82,3119.56,3010.2,3013.3,198582,3879
1760871660000,RB2501,3794.28,3876.56,3774.29,3875.79,197695,3881
1760871660000,HC2501,3014.19,3066.38,3006.48,3042.85,198698,3881
1760871720000,RB2501,3875.66,3891.32,3853.48,3871.47,198321,3882
1760871720000,HC2501,3041.85,3053.44,3024.01,3033.64,199075,3882
1760871780000,RB2501,3872.45,3875.15,3780.88,3790.83,198797,3881
1760871780000,HC2501,3034.23,3080.43,3005.41,3077.35,198941,3881
1760871840000,RB2501,3790.29,3812.88,3765.73,3767.94,199217,3881
1760871840000,HC2501,3077.36,3078.86,3024.83,3034.11,199228,3881
1760871900000,RB2501,3767.98,3840.08,3766.63,3809.7,198456,3882
1760871900000,HC2501,3034.3,3075.33,3029.12,3057.5,198297,3882
1760871960000,RB2501,3809.64,3823.26,3774.76,3783.97,197973,3882
1760871960000,HC2501,3057.21,3081.28,2996.2,3019.29,199211,3882
1760872020000,RB2501,3783.24,3833.65,3769.97,3828.91,196215,3885
1760872020000,HC2501,3019.41,3025.19,2975.77,2984.42,196798,3885
1760872080000,RB2501,3828.92,3856.79,3792.69,3798.25,199398,3882
1760872080000,HC2501,2983.85,3014.05,2963.7,3011.88,195808,3882
1760872140000,RB2501,3797.75,3814.91,3784.17,3795.57,197826,3888
1760872140000,HC2501,3011.21,3034.65,2991.16,3011.93,198505,3888
1760872200000,RB2501,3796.43,3801.68,3760.96,3773.76,198435,3883
1760872200000,HC2501,3012.37,3019.64,2970.84,2971.68,200391,3883
1760872260000,RB2501,3773.4,3825.71,3753.65,3807.65,200795,3882
1760872260000,HC2501,2972.35,2987.19,2929.98,2959.9,197885,3882
1760872320000,RB2501,3807.36,3818.09,3756.81,3771.14,195838,3880
1760872320000,HC2501,2960.23,2960.59,2908.04,2929.46,197527,3880
1760872380000,RB2501,3771.27,3781.75,3702.85,3712.72,195825,3881
1760872380000,HC2501,2928.88,2928.88,2862.43,2874.54,199256,3881
1760872440000,RB2501,3713.39,3730.08,3645.82,3658.6,199050,3881
1760872440000,HC2501,2874.08,2886.33,2840.35,2871.21,200257,3881
1760872500000,RB2501,3657.92,3673.02,3631.83,3653.91,196558,3881
1760872500000,HC2501,2871.79,2894.34,2854.59,2890.28,196597,3881
1760872560000,RB2501,3654.37,3662.95,3629.59,3632.61,198211,3880
1760872560000,HC2501,2889.73,2907.64,2865.31,2872.77,197126,3880
1760872620000,RB2501,3631.65,3664.94,3601.91,3630.83,195875,3880
1760872620000,HC2501,2873.38,2875.04,2832.63,2836.07,199013,3880
1760872680000,RB2501,3630.47,3651.94,3607.68,3622.09,196772,3878
1760872680000,HC2501,2835.7,2855.91,2820.79,2840.9,198737,3878
1760872740000,RB2501,3621.83,3627.61,3597.39,3600.89,199851,3879
1760872740000,HC2501,2840.73,2870.79,2832.87,2852.38,197599,3879
1760872800000,RB2501,3601.59,3630.29,3598.53,3626.64,198398,3882
1760872800000,HC2501,2851.59,2870.79,2829.13,2845.75,200496,3882
1760872860000,RB2501,3626.72,3627.39,3545.51,3555.58,195807,3878
1760872860000,HC2501,2846.48,2874.66,2829.25,2872.22,198281,3878
1760872920000,RB2501,3556.07,3594,3548.86,3580.17,196982,3879
1760872920000,HC2501,2872.96,2885.48,2843.55,2845.05,194849,3879
1760872980000,RB2501,3579.44,3583.15,3533.61,3564.71,199521,3882
1760872980000,HC2501,2844.13,2864.03,2806.6,2826.18,199458,3882
1760873040000,RB2501,3564.37,3575.25,3529.42,3548.06,199890,3882
1760873040000,HC2501,2826.36,2872.61,2818.26,2820.04,198492,3882
1760873100000,RB2501,3547.1,3562.69,3525.17,3553.73,197436,3879
1760873100000,HC2501,2820.21,2845.46,2784.25,2790.22,197909,3879
1760873160000,RB2501,3554.56,3604.29,3540.62,3570.56,199909,3881
1760873160000,HC2501,2790.96,2791.49,2707.36,2731.2,197851,3881
1760873220000,RB2501,3570.8,3590.58,3519.51,3528.35,198227,3883
1760873220000,HC2501,2731.11,2735.22,2667.03,2686.21,199156,3883
1760873280000,RB2501,3528.29,3556.59,3517.96,3539.62,199963,3882
1760873280000,HC2501,2687.02,2697.91,2645.57,2652.3,200037,3882
1760873340000,RB2501,3540.14,3641.44,3523.59,3631.71,196927,3880
1760873340000,HC2501,2653.01,2675.85,2624.98,2647.13,199053,3880
1760873400000,RB2501,3631.13,3667.19,3612.63,3662.48,196735,3879
1760873400000,HC2501,2646.8,2650.64,2617.3,2623.12,200774,3879
1760873460000,RB2501,3661.59,3710.17,3658.55,3679.29,201504,3876
1760873460000,HC2501,2623.92,2632.71,2586.68,2587.21,198984,3876
1760873520000,RB2501,3679.35,3710.27,3656.96,3689.65,197628,3880
1760873520000,HC2501,2586.79,2601.88,2568.86,2574.58,198268,3880
1760873580000,RB2501,3689.89,3710.58,3660.85,3708.43,197950,3876
1760873580000,HC2501,2573.71,2585.47,2550.03,2573.31,196112,3876
1760873640000,RB2501,3707.96,3724.3,3680.68,3719.56,196390,3881
1760873640000,HC2501,2573.03,2628.61,2563.48,2573.4,198329,3881
1760873700000,RB2501,3720.36,3740.28,3700.73,3727.72,198459,3880
1760873700000,HC2501,2572.9,2605.28,2552.16,2562.76,197711,3880
1760873760000,RB2501,3727.49,3788.19,3727.35,3764.34,195687,3878
1760873760000,HC2501,2563.64,2633.55,2560.81,2620.64,197104,3878
1760873820000,RB2501,3764.33,3774.37,3708.78,3715.71,199695,3898
1760873820000,HC2501,2620.63,2631.42,2571.16,2580.5,198832,3898
1760873880000,RB2501,3716.5,3793.99,3706.04,3775.94,200332,3890
1760873880000,HC2501,2580.62,2600.67,2543.2,2573.73,197545,3890
1760873940000,RB2501,3775.24,3808.87,3752.38,3805.93,197524,3878
1760873940000,HC2501,2573.26,2586.48,2518.76,2551.75,196192,3878
1760874000000,RB2501,3805.31,3814.7,3780.65,3785.45,196774,3883
1760874000000,HC2501,2552.3,2565.39,2522.26,2539.19,198194,3883
1760874060000,RB2501,3785.82,3834.61,3776.87,3828.23,196590,3877
1760874060000,HC2501,2538.55,2550.37,2474.92,2500.25,197894,3877
1760874120000,RB2501,3828.95,3838.1,3802.28,3817.58,198559,3879
1760874120000,HC2501,2500.61,2501.91,2424.38,2425.59,196838,3879
1760874180000,RB2501,3817.94,3830.98,3759.01,3762.02,196559,3879
1760874180000,HC2501,2426.12,2442.47,2383.95,2391.02,199680,3879
1760874240000,RB2501,3761.89,3773.7,3747.85,3765.19,196986,3883
1760874240000,HC2501,2391.11,2457.07,2390.91,2443.83,196857,3883
1760874300000,RB2501,3765,3799.22,3753.69,3791.62,199014,3879
1760874300000,HC2501,2443.56,2488.59,2436.17,2483.32,197966,3879
1760874360000,RB2501,3792.13,3807.93,3738.4,3738.4,197573,3866
1760874360000,HC2501,2483.7,2498.37,2461.96,2473.7,197840,3866
1760874420000,RB2501,3738.19,3746.75,3704.45,3726.12,195874,3869
1760874420000,HC2501,2474.37,2480.52,2419.36,2441.67,194873,3869
1760874480000,RB2501,3725.18,3764.83,3713.44,3746.96,194405,3869
1760874480000,HC2501,2440.7,2454.83,2418.38,2427.02,196998,3869
1760874540000,RB2501,3746.14,3782.45,3736.05,3741.89,197450,3873
1760874540000,HC2501,2426.95,2428.02,2372.38,2375.15,197914,3873
1760874600000,RB2501,3742.88,3776.84,3733.56,3743.69,197345,3881
1760874600000,HC2501,2375.71,2386.45,2333.72,2362.28,200761,3881
1760874660000,RB2501,3743.66,3817.03,3714.72,3811.93,197815,3883
1760874660000,HC2501,2362.38,2385.14,2332.88,2379.62,197725,3883
1760874720000,RB2501,3811.47,3819.56,3768.2,3798.22,198001,3884
1760874720000,HC2501,2378.74,2402.57,2366.34,2385.25,197923,3884
1760874780000,RB2501,3797.64,3845.29,3793.29,3799.31,198298,3884
1760874780000,HC2501,2385.66,2405.7,2378.44,2390.53,198599,3884
1760874840000,RB2501,3799.56,3817.52,3749.15,3777.49,197909,3883
1760874840000,HC2501,2390.24,2450.98,2387.14,2441.56,196681,3883
1760874900000,RB2501,3777.31,3788.04,3760.95,3775.6,198223,3883
1760874900000,HC2501,2441.12,2451.91,2404.37,2429.75,198833,3883
1760874960000,RB2501,3774.91,3796.47,3733.88,3768.85,195714,3880
1760874960000,HC2501,2429.43,2456.55,2416.49,2451.95,197228,3880
1760875020000,RB2501,3769.62,3804.11,3757.7,3801.23,196091,3876
1760875020000,HC2501,2452.06,2507.51,2448.23,2492.11,199010,3876
1760875080000,RB2501,3802.14,3828.54,3779.77,3816.35,198487,3901
1760875080000,HC2501,2492.17,2494.48,2438.89,2449.51,198649,3901
1760875140000,RB2501,3815.52,3893.8,3806.12,3891.6,197879,3912
1760875140000,HC2501,2449.9,2477.23,2432.25,2460.26,199649,3912
1760875200000,RB2501,3891.11,3937.28,3890.38,3907.24,198820,3913
1760875200000,HC2501,2460.63,2488.21,2439.4,2460.36,199268,3913
1760875260000,RB2501,3906.43,3957.89,3895.53,3927.46,198109,3895
1760875260000,HC2501,2459.92,2512.16,2456.86,2510.44,198606,3895
1760875320000,RB2501,3927.45,3974.1,3908.92,3936.41,195730,3873
1760875320000,HC2501,2510.33,2519.43,2477.22,2511.99,198101,3873
1760875380000,RB2501,3935.62,3938.89,3846.9,3855.81,197618,3868
1760875380000,HC2501,2511.55,2541.83,2500.89,2517.22,198821,3868
1760875440000,RB2501,3855.15,3872.42,3799.62,3818.39,199149,3871
1760875440000,HC2501,2517.07,2520.75,2442.01,2447.79,197553,3871
1760875500000,RB2501,3817.73,3852.11,3814.19,3838.56,195607,3867
1760875500000,HC2501,2446.99,2468.45,2409.14,2410.85,197353,3867
1760875560000,RB2501,3837.88,3844.08,3789.55,3806.53,196658,3868
1760875560000,HC2501,2410.78,2417.27,2350.17,2383.7,196358,3868
1760875620000,RB2501,3806.43,3846.03,3788.72,3816.18,197373,3871
1760875620000,HC2501,2383.06,2394.29,2292.84,2314.79,195946,3871
1760875680000,RB2501,3815.56,3856.67,3790.79,3834,197294,3874
1760875680000,HC2501,2314.68,2315.36,2249.44,2258.11,199150,3874
1760875740000,RB2501,3833.38,3885.86,3818.5,3848.62,197317,3870
1760875740000,HC2501,2258.66,2324.46,2249.82,2317.15,197389,3870
1760875800000,RB2501,3848.86,3878.23,3847.43,3863.13,197180,3871
1760875800000,HC2501,2316.43,2316.43,2257.49,2307.77,196954,3871
1760875860000,RB2501,3863.27,3912.05,3852.06,3903.83,196701,3871
1760875860000,HC2501,2308.01,2313.24,2265.3,2266.42,196980,3871
1760875920000,RB2501,3903.87,3924.42,3881.76,3895.13,198343,3870
1760875920000,HC2501,2266.81,2319.6,2262.93,2304.82,198483,3870
1760875980000,RB2501,3894.79,3935.99,3885.53,3932.75,196872,3870
1760875980000,HC2501,2304.37,2357.58,2293.91,2341.02,196699,3870
1760876040000,RB2501,3932.55,3967.73,3917.81,3960.66,200371,3869
1760876040000,HC2501,2340.56,2371.06,2322.47,2325.78,199903,3869
1760876100000,RB2501,3961.34,3980.44,3938.29,3963.75,196233,3866
1760876100000,HC2501,2326.15,2345.16,2264.38,2285.73,196688,3866
1760876160000,RB2501,3963.75,3964.87,3890.36,3911.06,198228,3868
1760876160000,HC2501,2284.81,2331.25,2281.41,2329,196006,3868
1760876220000,RB2501,3910.67,3955.29,3904.88,3953.32,198143,3869
1760876220000,HC2501,2328.53,2331.81,2271.29,2283.27,196703,3869
1760876280000,RB2501,3953.84,3991.32,3937.38,3959.25,198384,3868
1760876280000,HC2501,2283.28,2322.64,2270.48,2294.45,196928,3868
1760876340000,RB2501,3959.16,4010.61,3952.67,4002.88,198111,3870
1760876340000,HC2501,2294.19,2326.41,2288.59,2317.11,198395,3870
1760876400000,RB2501,4003.64,4015.9,3958.88,3965.6,196271,3868
1760876400000,HC2501,2317.09,2325.63,2257.55,2319.5,197198,3868
1760876460000,RB2501,3965.19,3974.31,3934.62,3958.95,199620,3871
1760876460000,HC2501,2319.57,2377.88,2312.07,2353.56,197254,3871
1760876520000,RB2501,3959.36,3979.52,3938.02,3940.38,195240,3870
